Genus	Subfamily	Family	Accession	Phage	Genome
Paadamvirus			JX483873	Rhizobium phage RHEph01	dsDNA
Paadamvirus			MW023914	Rhizobium phage vB_RleA_TRX32-1	dsDNA
Pagavirus			GU943068	uncultured phage_MedDCM-OCT-S05-C849	dsDNA
Pairvirus			KM199771	Mesorhizobium phage vB_MloP_Lo5R7ANS	dsDNA
Pastovirus			MT708545	Rhizobium phage Pasto	dsDNA
Pedosvirus			AP013539	uncultured phage_MedDCM-OCT-S28-C3	dsDNA
Pekhitvirus			GU943054	uncultured phage_MedDCM-OCT-S04-C24	dsDNA
Pelagivirus			KC465901	Pelagibacter phage HTVC019P	dsDNA
Pelagivirus			AP013542	uncultured phage_MedDCM-OCT-S35-C6	dsDNA
Podivirus			GU943065	uncultured phage_MedDCM-OCT-S05-C243	dsDNA
Powvirus			GU943073	uncultured phage MedDCM-OCT-S08-C41	dsDNA
Proddevirus			MZ666938	Desulfovibrio phage ProddE	dsDNA
Reminisvirus			OL362271	Klebsiella phage 6939	dsDNA
Reminisvirus			OR591532	Klebsiella phage KL01	dsDNA
Sednavirus			HQ317389	Synechococcus phage S-RIP2	dsDNA
Shangxiadianvirus			OR420741	Roseobacter phage CRP-118	dsDNA
Shangxiadianvirus			OR420752	Roseobacter phage CRP-403	dsDNA
Sieqvirus			AP013541	uncultured phage_MedDCM-OCT-S42-C7	dsDNA
Stopalavirus			AP013548	uncultured phage_MedDCM-OCT-S38-C3	dsDNA
Stopavirus			KC465900	Pelagibacter phage HTVC011P	dsDNA
Stupnyavirus			KT997876	uncultured phage_Deep-GF0-KM16-C193	dsDNA
Sumtervirus			MN857473	Caulobacter phage S2B	dsDNA
Tawavirus			KY065149	Vibrio phage JSF7	dsDNA
Thoosavirus			MH598799	Pelagibacter phage HTVC025P	dsDNA
Tiilvirus			AF338467	Synechococcus phage P60	dsDNA
Tiranvirus			MZ803112	Synechococcus T7-like virus S-TIP28	dsDNA
Tolavirus			OM913599	Aeromonas phage vB_AspA_Tola	dsDNA
Triteiavirus			OR420734	Roseobacter phage CRP-804	dsDNA
Vistulavirus			MK984681	Bordetella phage vB_BbrP_BB8	dsDNA
Voetvirus			EF372997	Synechococcus phage Syn5	dsDNA
Votkovvirus			AP013540	uncultured phage_MedDCM-OCT-S28-C10	dsDNA
Yinyavirus			ON624112	Aeromonas phage Aer_P220	dsDNA
Youngvirus			MZ592920	Vibrio phage vB_VpP_G1	dsDNA
Junduvirus	Coarsevirinae	Crevaviridae	MZ130487	uncultured phage cr25_1	dsDNA
Junduvirus	Coarsevirinae	Crevaviridae	BK044746	Crassvirales sp. isolate ct8tL4	dsDNA
Kahucivirus	Doltivirinae	Crevaviridae	MT774393	uncultured phage cr127_1	dsDNA
Kingevirus	Doltivirinae	Crevaviridae	PV828351	human gut metagenome virus isolate 136	dsDNA
Kingevirus	Doltivirinae	Crevaviridae	MZ130490	uncultured phage cr13_1	dsDNA
Arseivirus		Crevaviridae	MZ130489	uncultured phage cr2_1	dsDNA
Arseivirus		Crevaviridae	PV828361	human gut metagenome virus isolate 243	dsDNA
Bohxovirus	Oafivirinae	Darmviridae	MZ130491	uncultured phage cr61_1	dsDNA
Buhlduvirus	Oafivirinae	Darmviridae	MT774410	uncultured phage cr272_1	dsDNA
Burzaovirus	Oafivirinae	Darmviridae	MT774406	uncultured phage cr124_1	dsDNA
Cacepaovirus	Oafivirinae	Darmviridae	MT774409	uncultured phage cr131_1	dsDNA
Chuhaivirus	Oafivirinae	Darmviridae	MT774408	uncultured phage cr130_1	dsDNA
Grauhtavirus		Darmviridae	BK049724	Caudoviricetes sp. isolate ctyGw4	dsDNA
Grauhtavirus		Darmviridae	BK054566	bacteriophage sp. isolate ct58r23	dsDNA
Pelduvirus		Darmviridae	BK052805	Caudoviricetes sp. isolate ctUiB3	dsDNA
Scendivirus		Darmviridae	MT774411	uncultured phage cr273_1	dsDNA
Sdahravirus		Darmviridae	MT774402	uncultured phage cr7_1	dsDNA
Shedivirus		Darmviridae	BK019655	Caudoviricetes sp. isolate ctRU85	dsDNA
Shedivirus		Darmviridae	BK039644	Caudoviricetes sp. isolate ctnLP2	dsDNA
Smehivirus		Darmviridae	OP072672	bacteriophage sp. isolate 3530_129865	dsDNA
Smehivirus		Darmviridae	MZ130497	uncultured phage cr29_1	dsDNA
Jahgtovirus	Churivirinae	Intestiviridae	BK035341	Crassvirales sp. isolate ctrhr9	dsDNA
Jahgtovirus	Churivirinae	Intestiviridae	BK040584	Crassvirales sp. isolate ctv5c4	dsDNA
Carjivirus	Crudevirinae	Intestiviridae	OP072735	bacteriophage sp. isolate 3729_82489	dsDNA
Carjivirus	Crudevirinae	Intestiviridae	MK238400	CrAssphage ZA	dsDNA
Dabirmavirus	Crudevirinae	Intestiviridae	MZ130486	uncultured phage cr9_1	dsDNA
Delmidovirus	Crudevirinae	Intestiviridae	MZ130476	uncultured phage cr123_1	dsDNA
Delmidovirus	Crudevirinae	Intestiviridae	MT774386	uncultured phage cr110_1	dsDNA
Diorhovirus	Crudevirinae	Intestiviridae	BK051111	Crassvirales sp. isolate ctm7p31	dsDNA
Diorhovirus	Crudevirinae	Intestiviridae	MZ130474	uncultured phage cr49_1	dsDNA
Drivevirus	Crudevirinae	Intestiviridae	MZ130480	uncultured phage cr91_1	dsDNA
Drivevirus	Crudevirinae	Intestiviridae	BK035355	Crassvirales sp. isolate ctpoT21	dsDNA
Endlipuvirus	Crudevirinae	Intestiviridae	MZ130488	uncultured phage cr17_1	dsDNA
Whopevirus	Crudevirinae	Intestiviridae	MH616963	crAssphage sp. isolate ctbg_1	dsDNA
Fohxhuevirus	Obtuvirinae	Intestiviridae	MT774384	uncultured phage cr8_1	dsDNA
Fohxhuevirus	Obtuvirinae	Intestiviridae	BK035433	Crassvirales sp. isolate ctqeI6	dsDNA
Hacihdavirus	Obtuvirinae	Intestiviridae	MT774394	uncultured phage cr271_1	dsDNA
Wotdevirus	Obtuvirinae	Intestiviridae	MH552500	crAssphage sp. isolate ctcc615	dsDNA
Dilupovirus		Intestiviridae	BK058706	Crassvirales sp. isolate ctARy15	dsDNA
Polaswivirus		Intestiviridae	BK051361	Crassvirales sp. isolate ctCIh1	dsDNA
Polaswivirus		Intestiviridae	BK035354	Crassvirales sp. isolate ctE3H10	dsDNA
Rudgehvirus		Intestiviridae	OQ198719	Bacteroides cellulosilyticus phage 11	dsDNA
Sovupevirus		Intestiviridae	BK054330	Crassvirales sp. isolate ctYll3	dsDNA
Tahdivirus		Intestiviridae	PV828358	human gut metagenome virus isolate 238	dsDNA
Wiibonovirus		Intestiviridae	MZ130484	uncultured phage cr54_1	dsDNA
Akihdevirus	Asinivirinae	Steigviridae	KC821624	Cellulophaga phage phi14:2	dsDNA
Kahnovirus	Asinivirinae	Steigviridae	MZ130483	uncultured phage cr44_1	dsDNA
Kehishuvirus	Asinivirinae	Steigviridae	OQ221549	Bacteroides phage PhiCrAssBcn14	dsDNA
Kehishuvirus	Asinivirinae	Steigviridae	OQ221544	Bacteroides phage PhiCrAssBcn9	dsDNA
Kolpuevirus	Asinivirinae	Steigviridae	MZ130478	uncultured phage cr151_1	dsDNA
Kolpuevirus	Asinivirinae	Steigviridae	OQ198718	Bacteroides cellulosilyticus phage 3	dsDNA
Lahndsivirus	Asinivirinae	Steigviridae	MT774387	uncultured phage cr111_1	dsDNA
Lebriduvirus	Asinivirinae	Steigviridae	MZ130485	uncultured phage cr18_1	dsDNA
Lebriduvirus	Asinivirinae	Steigviridae	PV828360	human gut metagenome virus isolate 240	dsDNA
Mahlunavirus	Asinivirinae	Steigviridae	MT774392	uncultured phage cr128_1	dsDNA
Mahstovirus	Asinivirinae	Steigviridae	MT774378	uncultured phage cr106_1	dsDNA
Pamirivirus	Asinivirinae	Steigviridae	MT774389	uncultured phage cr116_1	dsDNA
Paundivirus	Asinivirinae	Steigviridae	KJ003983	IAS virus	dsDNA
Pipoluvirus	Asinivirinae	Steigviridae	MT774385	uncultured phage cr108_1	dsDNA
Wulfhauvirus	Asinivirinae	Steigviridae	MT074136	Bacteroides phage DAC15	dsDNA
Dilkevirus		Steigviridae	BK046217	Crassvirales sp. isolate ctjCy3	dsDNA
Flerehovirus		Steigviridae	MT774390	uncultured phage cr85_1	dsDNA
Kumbuvirus		Steigviridae	BK035346	Crassvirales sp. isolate ctScT2	dsDNA
Madkivirus		Steigviridae	BK035338	Crassvirales sp. isolate ct9rE10	dsDNA
Madkivirus		Steigviridae	BK035421	Crassvirales sp. isolate ctk9A19	dsDNA
Snepbuvirus		Steigviridae	MT774388	uncultured phage cr112_1	dsDNA
Afonbuvirus	Bearivirinae	Suoliviridae	MT774401	uncultured phage cr6_1	dsDNA
Afonbuvirus	Bearivirinae	Suoliviridae	MZ130492	uncultured phage cr12_1	dsDNA
Canhaevirus	Boorivirinae	Suoliviridae	MT774382	uncultured phage cr10_1	dsDNA
Canhaevirus	Boorivirinae	Suoliviridae	PV828359	human gut metagenome virus isolate 239	dsDNA
Cohcovirus	Boorivirinae	Suoliviridae	BK031744	Caudoviricetes sp. isolate ct2sJ3	dsDNA
Cohcovirus	Boorivirinae	Suoliviridae	OP072647	bacteriophage sp. isolate 3470_77927	dsDNA
Culoivirus	Boorivirinae	Suoliviridae	MZ130477	uncultured phage cr149_1	dsDNA
Blohavirus	Loutivirinae	Suoliviridae	MZ130495	uncultured phage cr150_1	dsDNA
Blohavirus	Loutivirinae	Suoliviridae	BK025926	Caudoviricetes sp. isolate ctfWg1	dsDNA
Buchavirus	Loutivirinae	Suoliviridae	MZ130493	uncultured phage cr105_1	dsDNA
Buchavirus	Loutivirinae	Suoliviridae	BK029630	Caudoviricetes sp. isolate ctPFf2	dsDNA
Buorbuivirus	Loutivirinae	Suoliviridae	MT774400	uncultured phage cr4_1	dsDNA
Buorbuivirus	Loutivirinae	Suoliviridae	BK044470	Caudoviricetes sp. isolate ctBsf12	dsDNA
Aurodevirus	Uncouvirinae	Suoliviridae	MT774404	uncultured phage cr114_1	dsDNA
Besingivirus	Uncouvirinae	Suoliviridae	MT774379	uncultured phage cr118_1	dsDNA
Birpovirus	Uncouvirinae	Suoliviridae	MT774405	uncultured phage cr115_1	dsDNA
Cervivirus		Suoliviridae	MZ130499	uncultured phage cr35_1	dsDNA
Dechshavirus		Suoliviridae	AP017903	Azobacteroides phage ProJPt-Bp1	dsDNA
Glikeavirus		Suoliviridae	BK016924	Caudoviricetes sp. isolate ctAZm3	dsDNA
Horekuvirus		Suoliviridae	MZ130498	uncultured phage cr16_1	dsDNA
Horekuvirus		Suoliviridae	MT774398	uncultured phage cr60_1	dsDNA
Ibumevirus		Suoliviridae	MZ130494	uncultured phage cr19_1	dsDNA
Ildiruevirus		Suoliviridae	MT774403	uncultured phage cr113_1	dsDNA
Ildiruevirus		Suoliviridae	MZ130496	uncultured phage cr82_1	dsDNA
Ponsivirus		Suoliviridae	MT774397	uncultured phage cr56_1	dsDNA
Shelovirus		Suoliviridae	MT774380	uncultured phage cr1_1	dsDNA
Shelovirus		Suoliviridae	MT774376	uncultured phage cr55_1	dsDNA
Shuolduvirus		Suoliviridae	MT774395	uncultured phage cr52_1	dsDNA
Snuvovirus		Suoliviridae	MT774407	uncultured phage cr125_1	dsDNA
Snuvovirus		Suoliviridae	BK047645	Caudoviricetes sp. isolate ctV2921	dsDNA
Spihruvirus		Suoliviridae	OP031039	bacteriophage sp. isolate 1753_52950	dsDNA
Spihruvirus		Suoliviridae	BK054487	Caudoviricetes sp. isolate ctWSb2	dsDNA
Sulruvirus		Suoliviridae	MT774396	uncultured phage cr53_1	dsDNA
Sulruvirus		Suoliviridae	OP072317	bacteriophage sp. isolate 2467_106704	dsDNA
Taduhovirus		Suoliviridae	MZ130500	uncultured phage cr23_1	dsDNA
Taduhovirus		Suoliviridae	OP030748	bacteriophage sp. isolate 0122_104628	dsDNA
Trofluuvirus		Suoliviridae	MZ130482	uncultured phage cr77_1	dsDNA
Trofluuvirus		Suoliviridae	BK028893	Caudoviricetes sp. isolate ctOFB14	dsDNA
Wendovervirus	Sescentorumvirinae	Epsomviridae	OR769223	uncultured phage HB1	dsDNA
Hatfieldvirus	Quadringentisvirinae	Lakviridae	OR769222	uncultured phage RVC_JS4_GC31	dsDNA
Amboselivirus	Quingentivirinae	Lakviridae	MK250020	Prevotella phage Lak-B1	dsDNA
Vetruanivirus	Quingentivirinae	Lakviridae	MK250029	Prevotella phage Lak-C1	dsDNA
Vetruanivirus	Quingentivirinae	Lakviridae	OR769218	uncultured phage RVC AP1_GC26	dsDNA
Crabavirus		Tripviridae	BK059105	virus sp. ctML55	dsDNA
Agtrevirus	Aglimvirinae	Ackermannviridae	FJ373894	Shigella phage phiSboM-AG3	dsDNA
Agtrevirus	Aglimvirinae	Ackermannviridae	LC373201	Enterobacter phage phiEM4	dsDNA
Limestonevirus	Aglimvirinae	Ackermannviridae	HE600015	Dickeya phage vB-DsoM-LIMEstone1	dsDNA
Limestonevirus	Aglimvirinae	Ackermannviridae	KJ716335	Dickeya phage RC-2014	dsDNA
Kuttervirus	Cvivirinae	Ackermannviridae	MT074474	Salmonella phage aagejoakim	dsDNA
Kuttervirus	Cvivirinae	Ackermannviridae	MT074471	Salmonella phage allotria	dsDNA
Campanilevirus		Ackermannviridae	MH375644	Vibrio phage YC	dsDNA
Kujavirus		Ackermannviridae	MN718199	Vibrio phage vB_VchM_Kuja	dsDNA
Miltonvirus		Ackermannviridae	MH929319	Serratia phage vB_SmaA_3M	dsDNA
Miltonvirus		Ackermannviridae	JX878496	Serratia phage phiMAM1	dsDNA
Nezavisimistyvirus		Ackermannviridae	MG973030	Erwinia phage vB_EamM-Bue1	dsDNA
Nezavisimistyvirus		Ackermannviridae	KP037007	Erwinia phage phiEa2809	dsDNA
Taipeivirus		Ackermannviridae	AB797215	Klebsiella phage 0507-KN2-1	dsDNA
Taipeivirus		Ackermannviridae	KX147096	Serratia phage vB_Sru_IME250	dsDNA
Tedavirus		Ackermannviridae	KY914485	Aeromonas phage phiA8-29	dsDNA
Vapseptimavirus		Ackermannviridae	MK795384	Vibrio phage VAP7	dsDNA
Acionnavirus		Kyanoviridae	KF156340	Synechococcus phage S-MbCM100	dsDNA
Ahtivirus		Kyanoviridae	GU071096	Synechococcus phage S-ShM2	dsDNA
Alisovirus		Kyanoviridae	KU686207	Synechococcus phage S-CAM22	dsDNA
Anaposvirus		Kyanoviridae	HQ634177	Synechococcus phage S-CAM1	dsDNA
Atlauavirus		Kyanoviridae	KJ019052	Synechococcus phage ACG-2014f_Syn7803C7	dsDNA
Atlauavirus		Kyanoviridae	KJ019091	Synechococcus phage ACG-2014f_Syn7803US26	dsDNA
Bellamyvirus		Kyanoviridae	MF351863	Synechococcus phage Bellamy	dsDNA
Bristolvirus		Kyanoviridae	KU594606	Cyanophage S-RIM32	dsDNA
Brizovirus		Kyanoviridae	KX349310	Cyanophage S-RIM12 isolate RW_01_0310	dsDNA
Brizovirus		Kyanoviridae	KX349313	Cyanophage S-RIM12 isolate RW_06_0310	dsDNA
Chalconvirus		Kyanoviridae	KJ019054	Synechococcus phage ACG-2014e	dsDNA
Chalconvirus		Kyanoviridae	KJ019082	Synechococcus phage ACG-2014i	dsDNA
Charybdisvirus		Kyanoviridae	KU686199	Synechococcus phage S-CAM3	dsDNA
Cymopoleiavirus		Kyanoviridae	KU686211	Synechococcus phage S-WAM2	dsDNA
Emcearvirus		Kyanoviridae	HQ634175	Cyanophage P-RSM1	dsDNA
Galenevirus		Kyanoviridae	JN371769	Synechococcus phage metaG-MbCM1	dsDNA
Gibbetvirus		Kyanoviridae	FM207411	Synechococcus phage S-RSM4	dsDNA
Glaucusvirus		Kyanoviridae	GU071097	Synechococcus phage S-SSM5	dsDNA
Greenvirus		Kyanoviridae	HQ316583	Synechococcus phage S-SSM4	dsDNA
Haifavirus		Kyanoviridae	KM359505	Prochlorococcus phage P-TIM68	dsDNA
Huanghaivirus		Kyanoviridae	MT162466	Synechococcus phage S-N03	dsDNA
Kanaloavirus		Kyanoviridae	KU686206	Synechococcus phage S-CAM9	dsDNA
Leucotheavirus		Kyanoviridae	MH920639	Synechococcus phage S-P4	dsDNA
Leucotheavirus		Kyanoviridae	HQ634189	Synechococcus phage Syn30	dsDNA
Libanvirus		Kyanoviridae	KP211958	Cyanophage P-TIM40	dsDNA
Lipsvirus		Kyanoviridae	GU071098	Synechococcus phage S-SSM7	dsDNA
Lowelvirus		Kyanoviridae	KJ019028	Synechococcus phage ACG-2014d	dsDNA
Macariavirus		Kyanoviridae	KJ019071	Synechococcus phage ACG-2014g	dsDNA
Makaravirus		Kyanoviridae	MT162467	Synechococcus phage S-H34	dsDNA
Makelovirus		Kyanoviridae	MH629685	Synechococcus virus S-PRM1	dsDNA
Mazuvirus		Kyanoviridae	KU686212	Synechococcus phage S-CAM7 isolate 0910CC49	dsDNA
Namakavirus		Kyanoviridae	JN371768	Synechococcus phage S-MbCM6	dsDNA
Neptunevirus		Kyanoviridae	KX349289	Synechococcus phage S-RIM8	dsDNA
Neptunevirus		Kyanoviridae	KU594605	Cyanophage S-RIM50	dsDNA
Nereusvirus		Kyanoviridae	KJ019133	Synechococcus phage ACG-2014b Syn9311C4	dsDNA
Nereusvirus		Kyanoviridae	KJ019040	Synechococcus phage ACG-2014b Syn7803C61	dsDNA
Neritesvirus		Kyanoviridae	HQ634178	Synechococcus phage S-CAM8	dsDNA
Nerrivikvirus		Kyanoviridae	HQ317292	Synechococcus phage S-RIM2 R1_1999	dsDNA
Nilusvirus		Kyanoviridae	GU071095	Synechococcus phage S-SM2	dsDNA
Nodensvirus		Kyanoviridae	AJ630128	Bacteriophage S-PM2	dsDNA
Ormenosvirus		Kyanoviridae	DQ149023	Synechococcus phage syn9	dsDNA
Palaemonvirus		Kyanoviridae	GU071103	Prochlorococcus phage P-SSM7	dsDNA
Pontusvirus		Kyanoviridae	GU071106	Synechococcus phage Syn19	dsDNA
Potamoivirus		Kyanoviridae	KU686201	Synechococcus phage S-CAM4	dsDNA
Potamoivirus		Kyanoviridae	KJ019089	Synechococcus phage ACG-2014j	dsDNA
Ronodorvirus		Kyanoviridae	HQ337021	Prochlorococcus phage P-SSM3	dsDNA
Ronodorvirus		Kyanoviridae	AY940168	Prochlorococcus phage P-SSM4	dsDNA
Salacisavirus		Kyanoviridae	AY939844	Prochlorococcus phage P-SSM2	dsDNA
Scyllavirus		Kyanoviridae	MW117966	Synechococcus phage S-H9-1	dsDNA
Sedonavirus		Kyanoviridae	KF156338	Synechococcus phage ACG-2014h	dsDNA
Serangoonvirus		Kyanoviridae	MW015081	Synechococcus phage S-SRM01	dsDNA
Shandvirus		Kyanoviridae	MH107246	Synechococcus phage S-B64	dsDNA
Shandvirus		Kyanoviridae	KY945241	Synechococcus phage S-H35	dsDNA
Shenzhenivirus		Kyanoviridae	OL473597	Synechococcus phage S-SZBM1	dsDNA
Sokavirus		Kyanoviridae	KU686210	Synechococcus phage S-WAM1	dsDNA
Tamkungvirus		Kyanoviridae	MH412654	Synechococcus phage S-T4	dsDNA
Tefnutvirus		Kyanoviridae	HQ317383	Synechococcus phage S-IOM18	dsDNA
Thaumasvirus		Kyanoviridae	MH512890	Cyanophage S-TIM4	dsDNA
Thetisvirus		Kyanoviridae	GU071094	Synechococcus phage S-SM1	dsDNA
Vellamovirus		Kyanoviridae	KX349294	Cyanophage S-RIM44	dsDNA
Vellamovirus		Kyanoviridae	GU071105	Prochlorococcus phage Syn1	dsDNA
Yellowseavirus		Kyanoviridae	MW117965	Synechococcus phage S-H38	dsDNA
Yushanluvirus		Kyanoviridae	MW147367	Synechococcus phage S-H9-2	dsDNA
Zhoulongquanvirus		Kyanoviridae	MK867354	Synechococcus phage S-SCSM1	dsDNA
Ceceduovirus	Emmerichvirinae	Straboviridae	MF498775	Aeromonas phage AS-sw	dsDNA
Ceceduovirus	Emmerichvirinae	Straboviridae	MF448340	Aeromonas phage AS-zj	dsDNA
Ishigurovirus	Emmerichvirinae	Straboviridae	GU459069	Aeromonas phage 65	dsDNA
Centumtrigintavirus	Tevenvirinae	Straboviridae	HM114315	Acinetobacter phage 133	dsDNA
Dhakavirus	Tevenvirinae	Straboviridae	MK234886	Escherichia phage AnYang	dsDNA
Dhakavirus	Tevenvirinae	Straboviridae	HQ829472	Escherichia phage Bp7	dsDNA
Gaprivervirus	Tevenvirinae	Straboviridae	MW598459	Escherichia virus vB_EcoM_RZ	dsDNA
Gaprivervirus	Tevenvirinae	Straboviridae	GQ981382	Shigella phage SP18	dsDNA
Gelderlandvirus	Tevenvirinae	Straboviridae	KU867307	Salmonella phage vB_SnwM_CGG4-1	dsDNA
Gelderlandvirus	Tevenvirinae	Straboviridae	MF957259	Salmonella phage Melville	dsDNA
Jiaodavirus	Tevenvirinae	Straboviridae	KT239446	Klebsiella phage JD18	dsDNA
Jiaodavirus	Tevenvirinae	Straboviridae	MH729874	Klebsiella phage KP179	dsDNA
Kagamiyamavirus	Tevenvirinae	Straboviridae	LC371242	Escherichia phage EcS1	dsDNA
Kanagawavirus	Tevenvirinae	Straboviridae	MN882610	Enterobacter phage vB_EclM_CIP9	dsDNA
Kanagawavirus	Tevenvirinae	Straboviridae	MN087708	Enterobacter phage vB_EhoM-IME523	dsDNA
Karamvirus	Tevenvirinae	Straboviridae	OR753410	Enterobacter phage vB_EclM_AS6	dsDNA
Karamvirus	Tevenvirinae	Straboviridae	GU323318	Enterobacter phage CC31	dsDNA
Koserivirus	Tevenvirinae	Straboviridae	MW239124	Citrobacter phage CkP1	dsDNA
Moonvirus	Tevenvirinae	Straboviridae	MG250484	Citrobacter phage CF1 ERZ-2017	dsDNA
Moonvirus	Tevenvirinae	Straboviridae	MW325771	Salmonella phage KM16	dsDNA
Mosigvirus	Tevenvirinae	Straboviridae	KP869101	Escherichia coli O157 typing phage 3	dsDNA
Mosigvirus	Tevenvirinae	Straboviridae	MG589383	Shigella phage phi25-307	dsDNA
Mosugukvirus	Tevenvirinae	Straboviridae	KF835987	Pectobacterium bacteriophage PM2	dsDNA
Risoevirus	Tevenvirinae	Straboviridae	MH059636	Erwinia phage Cronus	dsDNA
Tegunavirus	Tevenvirinae	Straboviridae	KY593455	Yersinia phage fHe-Yen9-01	dsDNA
Tegunavirus	Tevenvirinae	Straboviridae	HE956709	Yersinia phage phiR1-RT	dsDNA
Tequatrovirus	Tevenvirinae	Straboviridae	KT184308	Enterobacteria phage Aplg8	dsDNA
Tequatrovirus	Tevenvirinae	Straboviridae	AP011113	Escherichia phage AR1	dsDNA
Winklervirus	Tevenvirinae	Straboviridae	MF036690	Serratia phage CHI14	dsDNA
Winklervirus	Tevenvirinae	Straboviridae	MF036692	Serratia phage X20	dsDNA
Acajnonavirus	Twarogvirinae	Straboviridae	HM004124	Acinetobacter phage Acj9	dsDNA
Hadassahvirus	Twarogvirinae	Straboviridae	MK278860	Acinetobacter phage AbTZA1	dsDNA
Hadassahvirus	Twarogvirinae	Straboviridae	MN864865	Acinetobacter phage vB_AbaM_PhT2	dsDNA
Lasallevirus	Twarogvirinae	Straboviridae	GU911519	Acinetobacter phage Acj61	dsDNA
Lazarusvirus	Twarogvirinae	Straboviridae	MH165274	Acinetobacter phage AM101	dsDNA
Lazarusvirus	Twarogvirinae	Straboviridae	MN723850	Acinetobacter phage vB_AbaM_Apostate	dsDNA
Zedzedvirus	Twarogvirinae	Straboviridae	HQ698922	Acinetobacter phage ZZ1	dsDNA
Angelvirus		Straboviridae	GU396103	Aeromonas phage PX29	dsDNA
Biquartavirus		Straboviridae	AY375531	Aeromonas phage 44RR2.8t	dsDNA
Bragavirus		Straboviridae	MG696114	Proteus phage phiP4-3	dsDNA
Bragavirus		Straboviridae	MF001355	Proteus phage PM2	dsDNA
Carettavirus		Straboviridae	KU255730	Escherichia phage phiE142	dsDNA
Chrysonvirus		Straboviridae	HM452126	Aeromonas phage phiAS5	dsDNA
Cinqassovirus		Straboviridae	AY266303	Aeromonas phage Aeh1	dsDNA
Cinqassovirus		Straboviridae	MG250483	Aeromonas phage ah1	dsDNA
Gualtarvirus		Straboviridae	KX078569	Morganella phage vB_MmoM_MP1	dsDNA
Jiangsuvirus		Straboviridae	KY971610	Pseudomonas phage PspYZU05	dsDNA
Krischvirus		Straboviridae	KY683735	Escherichia phage ECD7	dsDNA
Krischvirus		Straboviridae	HE978309	Enterobacteria phage GEC-3S	dsDNA
Mylasvirus		Straboviridae	HQ317393	Vibrio phage nt-1	dsDNA
Nanhuvirus		Straboviridae	OM638103	Cronobacter phage LPCS28	dsDNA
Pseudotevenvirus		Straboviridae	JN882287	Cronobacter phage vB_CsaM_GAP161	dsDNA
Pseudotevenvirus		Straboviridae	KR869820	Citrobacter phage IME-CF2	dsDNA
Schizotequatrovirus		Straboviridae	AY283928	Vibrio phage KVP40	dsDNA
Schizotequatrovirus		Straboviridae	KP671755	Vibrio phage ValKK3	dsDNA
Slopekvirus		Straboviridae	KT321315	Enterobacter phage phiEap-3	dsDNA
Slopekvirus		Straboviridae	GU295964	Klebsiella phage KP15	dsDNA
Tulanevirus		Straboviridae	MH179476	Aeromonas phage 50AhydR13PP	dsDNA
Tulanevirus		Straboviridae	MH179477	Aeromonas phage 60AhydR15PP	dsDNA
Fahrevirus		Tinaiviridae	BK057374	Caudoviricetes sp. isolate ctR3g24	dsDNA
Harrekavirus		Aggregaviridae	MT732457	Olleya phage Harreka_1	dsDNA
Brussowvirus		Aliceevansviridae	HG424323	Streptococcus phage 20617	dsDNA
Brussowvirus		Aliceevansviridae	FJ226752	Streptococcus phage ALQ13.2	dsDNA
Moineauvirus		Aliceevansviridae	FJ236310	Streptococcus phage Abc2	dsDNA
Moineauvirus		Aliceevansviridae	MF580766	Streptococcus phage B0	dsDNA
Vansinderenvirus		Aliceevansviridae	FJ965538	Streptococcus phage 5093	dsDNA
Vansinderenvirus		Aliceevansviridae	MK202159	Streptococcus phage CHPC1198	dsDNA
Honmavirus		Alisviridae	BK068089	Porphyromonas phage phage006a_EM3	dsDNA
Honmavirus		Alisviridae	PP754929	Porphyromonas phage phage007a_Bg4	dsDNA
Beograduvirus	Kantovirinae	Anamaviridae	ON996340	Xanthomonas phage BsXeu269p/3	dsDNA
Beograduvirus	Kantovirinae	Anamaviridae	KY210139	Xanthomonas phage KPhi1	dsDNA
Tsukubavirus	Kantovirinae	Anamaviridae	AP008986	Xanthomonas phage OP2	dsDNA
Tsukubavirus	Kantovirinae	Anamaviridae	OP067662	Xanthomonas phage pXoo2107	dsDNA
Xanthovirus	Kantovirinae	Anamaviridae	OQ676962	Xanthomonas phage NEB7	dsDNA
Bakolyvirus	Mascarenevirinae	Anamaviridae	MT740725	Ralstonia phage Adzire	dsDNA
Bakolyvirus	Mascarenevirinae	Anamaviridae	MT740729	Ralstonia phage Bakoly	dsDNA
Cocadavirus	Mascarenevirinae	Anamaviridae	PP316169	Ralstonia phage CA1	dsDNA
Naesvirus	Mascarenevirinae	Anamaviridae	AY369265	Burkholderia phage Bcep1	dsDNA
Naesvirus	Mascarenevirinae	Anamaviridae	AY368235	Burkholderia phage Bcep43	dsDNA
Felixounavirus	Ounavirinae	Andersonviridae	MN850614	Escherichia phage adrianh	dsDNA
Felixounavirus	Ounavirinae	Andersonviridae	KX377933	Escherichia phage vB_EcoM_Alf5	dsDNA
Kolesnikvirus	Ounavirinae	Andersonviridae	EU710883	Erwinia phage phiEa21-4	dsDNA
Kolesnikvirus	Ounavirinae	Andersonviridae	HQ728263	Erwinia phage vB_EamM-M7	dsDNA
Mooglevirus	Ounavirinae	Andersonviridae	MK562504	Enterobacteria phage CHB7	dsDNA
Mooglevirus	Ounavirinae	Andersonviridae	OR892555	Escherichia phage EP1	dsDNA
